Name: “Table 1 of 1 on page 6 of 9”,Name: “Table 1 of 1 on page 6 of 9”,Name: “Table 1 of 1 on page 6 of 9”,Name: “Table 1 of 1 on page 6 of 9”,Name: “Table 1 of 1 on page 6 of 9”,Name: “Table 1 of 1 on page 6 of 9”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,
,Top 15 Source States for Firearms with a,Top 15 Source States for Firearms with a,Top 15 Source States for Firearms with a,Top 15 Source States for Firearms with a,Top 15 Source States for Firearms with a
,,Virginia Recovery,Virginia Recovery,,
,,"January 1, 2008 – December 31, 2008","January 1, 2008 – December 31, 2008",,
,,,,,64
,,,41,,
,30,,,"72 4,102",
,,,41,,74
,,,,,163
,,,45,,(MD)
,,,,,51
,,,30,,73
,,64,24,,
,,,,,68
NOTE:,"An additional 32 states, the",,,,
District of Columbia and Puerto Rico,District of Columbia and Puerto Rico,,,,
accounted for 224 other traces.,accounted for 224 other traces.,The,,,
"source state was identified in 5,166","source state was identified in 5,166",,,,
total traces.,total traces.,,,,
,"Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information","Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information","Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information","Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information","Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information"
