Name: “Table 1 of 1 on page 8 of 9”,Name: “Table 1 of 1 on page 8 of 9”,Name: “Table 1 of 1 on page 8 of 9”,Name: “Table 1 of 1 on page 8 of 9”,Name: “Table 1 of 1 on page 8 of 9”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,
Top Recovery Cities for Firearms with a,Top Recovery Cities for Firearms with a,Top Recovery Cities for Firearms with a,Top Recovery Cities for Firearms with a,Top Recovery Cities for Firearms with a
,Virginia Recovery,Virginia Recovery,Virginia Recovery,
,"January 1, 2008 – December 31, 2008","January 1, 2008 – December 31, 2008","January 1, 2008 – December 31, 2008","January 1, 2008 – December 31, 2008"
,,Charlottesville,,
,Chesapeake,152,,
,,Hampton,Hampton,
Danville,212,141,,Richmond
235,,,,"1,292"
Roanoke,,,,
282,,,,
Portsmouth,,,,
310,,,,
,,,,Norfolk
,Virginia Beach,,,787
,,New port New s,,
,,524,NOTE:,There were 357 additional
,,,"municipalities that accounted for 3,268","municipalities that accounted for 3,268"
,,,other traces.,The recovery city could
,,,not be determined for 158 traces.,not be determined for 158 traces.
"Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information","Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information","Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information","Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information","Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information"
