Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”,Name: “Table 1 of 1 on page 7 of 11”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,
,Top 15 Source States for Firearms with a,Top 15 Source States for Firearms with a,Top 15 Source States for Firearms with a,Top 15 Source States for Firearms with a,
,,Virginia Recovery,Virginia Recovery,,
,,"January 1, 2012 – December 31, 2012","January 1, 2012 – December 31, 2012",,
,,,,65,
,,,29,,57
,36,,,"51 4,070",(MD)
,,,31,,
,,,,176,
,,,37,,
,,,,40,
,,,25,69,
,,41,25,,
,,,,78,
NOTE:,An additional 32 states and,,,,
the District of Columbia accounted for,the District of Columbia accounted for,,,,
242 other traces.,242 other traces.,The source state,,,
"was identified in 5,072 total traces.","was identified in 5,072 total traces.",,,,
,"Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information","Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information","Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information","Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information",
