Name: “Table 1 of 1 on page 8 of 9”,Name: “Table 1 of 1 on page 8 of 9”,Name: “Table 1 of 1 on page 8 of 9”
Table: 8,Table: 8,Table: 8
,,
Top Recovery Cities for Firearms with a,Top Recovery Cities for Firearms with a,Top Recovery Cities for Firearms with a
Virginia Recovery,Virginia Recovery,
"January 1, 2009 – December 31, 2009","January 1, 2009 – December 31, 2009","January 1, 2009 – December 31, 2009"
,Alexandria,
Danville,160,
206,Stafford,
Portsmouth,150,
,,Richmond
272,,
,,"1,263"
Chesapeake,,
292,,
Roanoke,,
315,,
Front Royal,,Norfolk
438,,584
New port New s,Virginia Beach,
526,551,
,NOTE:,There were 344 additional
,"municipalities that accounted for 2,809","municipalities that accounted for 2,809"
,other traces.,The recovery city could
,not be determined for 310 traces.,not be determined for 310 traces.
"Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information","Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information","Bureau of Alcohol, Tobacco, Firearms and Explosives, Office of Strategic Intelligence and Information"
